strain,Sequencing_technology,Primers_used,simple_strain,Primers
Egypt/CCHE57357_Wave_4_119/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_119,
Egypt/CCHE57357_Wave_4_120/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_120,
Egypt/CCHE57357_Wave_4_121/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_121,
Egypt/CCHE57357_Wave_4_122/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_122,
Egypt/CCHE57357_Wave_4_123/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_123,
Egypt/CCHE57357_Wave_4_124/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_124,
Egypt/CCHE57357_Wave_4_125/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_125,
Egypt/CCHE57357_Wave_4_126/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_126,
Egypt/CCHE57357_Wave_4_127/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_127,
Egypt/CCHE57357_Wave_4_128/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_128,
Egypt/CCHE57357_Wave_4_129/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_129,
Egypt/CCHE57357_Wave_4_130/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_130,
Egypt/CCHE57357_Wave_4_131/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_131,
Egypt/CCHE57357_Wave_4_132/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_132,
Egypt/CCHE57357_Wave_4_133/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_133,
Egypt/CCHE57357_Wave_4_134/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_134,
Egypt/CCHE57357_Wave_4_135/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_135,
Egypt/CCHE57357_Wave_4_136/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_136,
Egypt/CCHE57357_Wave_4_137/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_137,
Egypt/CCHE57357_Wave_4_138/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_138,
Egypt/CCHE57357_Wave_4_139/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_139,
Egypt/CCHE57357_Wave_4_140/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_140,
Egypt/CCHE57357_Wave_4_141/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_141,
Egypt/CCHE57357_Wave_4_142/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_142,
Egypt/CCHE57357_Wave_4_143/2021,Illumina MiSeq,AviSeq,CCHE57357_Wave_4_143,
Burundi/UG520/2021,Nanopore MinION,Entebbe,UG520,
Burundi/UG521/2021,Nanopore MinION,Entebbe,UG521,
Burundi/UG522/2021,Nanopore MinION,Entebbe,UG522,
Burundi/UG523/2021,Nanopore MinION,Entebbe,UG523,
Burundi/UG524/2021,Nanopore MinION,Entebbe,UG524,
Burundi/UG555/2021,Nanopore MinION,Entebbe,UG555,
Burundi/UG556/2021,Nanopore MinION,Entebbe,UG556,
Burundi/UG557/2021,Nanopore MinION,Entebbe,UG557,
Burundi/UG558/2021,Nanopore MinION,Entebbe,UG558,
Burundi/UG834/2021,Nanopore MinION,Entebbe,UG834,
Burundi/UG835/2021,Nanopore MinION,Entebbe,UG835,
Burundi/UG836/2021,Nanopore MinION,Entebbe,UG836,
Burundi/UG837/2021,Nanopore MinION,Entebbe,UG837,
Burundi/UG838/2021,Nanopore MinION,Entebbe,UG838,
Burundi/UG839/2021,Nanopore MinION,Entebbe,UG839,
Burundi/UG840/2021,Nanopore MinION,Entebbe,UG840,
Burundi/UG841/2021,Nanopore MinION,Entebbe,UG841,
Burundi/UG842/2021,Nanopore MinION,Entebbe,UG842,
Burundi/UG843/2021,Nanopore MinION,Entebbe,UG843,
Burundi/UG844/2021,Nanopore MinION,Entebbe,UG844,
Burundi/UG845/2021,Nanopore MinION,Entebbe,UG845,
Burundi/UG846/2021,Nanopore MinION,Entebbe,UG846,
Burundi/UG847/2021,Nanopore MinION,Entebbe,UG847,
Burundi/UG848/2021,Nanopore MinION,Entebbe,UG848,
Burundi/UG849/2021,Nanopore MinION,Entebbe,UG849,
Burundi/UG850/2021,Nanopore MinION,Entebbe,UG850,
Burundi/UG851/2021,Nanopore MinION,Entebbe,UG851,
Burundi/UG852/2021,Nanopore MinION,Entebbe,UG852,
Burundi/UG853/2021,Nanopore MinION,Entebbe,UG853,
Burundi/UG854/2021,Nanopore MinION,Entebbe,UG854,
Burundi/UG855/2021,Nanopore MinION,Entebbe,UG855,
Burundi/UG856/2021,Nanopore MinION,Entebbe,UG856,
Burundi/UG857/2021,Nanopore MinION,Entebbe,UG857,
Burundi/UG858/2021,Nanopore MinION,Entebbe,UG858,
Burundi/UG859/2021,Nanopore MinION,Entebbe,UG859,
Burundi/UG860/2021,Nanopore MinION,Entebbe,UG860,
Burundi/UG861/2021,Nanopore MinION,Entebbe,UG861,
Burundi/UG862/2021,Nanopore MinION,Entebbe,UG862,
Burundi/UG863/2021,Nanopore MinION,Entebbe,UG863,
Burundi/UG864/2021,Nanopore MinION,Entebbe,UG864,
Burundi/UG865/2021,Nanopore MinION,Entebbe,UG865,
Burundi/UG866/2021,Nanopore MinION,Entebbe,UG866,
Burundi/UG867/2021,Nanopore MinION,Entebbe,UG867,
Burundi/UG868/2021,Nanopore MinION,Entebbe,UG868,
Burundi/UG869/2021,Nanopore MinION,Entebbe,UG869,
Burundi/UG870/2021,Nanopore MinION,Entebbe,UG870,
Burundi/UG871/2021,Nanopore MinION,Entebbe,UG871,
Burundi/UG872/2021,Nanopore MinION,Entebbe,UG872,
Burundi/UG873/2021,Nanopore MinION,Entebbe,UG873,
Burundi/UG874/2021,Nanopore MinION,Entebbe,UG874,
Burundi/UG875/2021,Nanopore MinION,Entebbe,UG875,
Burundi/UG876/2021,Nanopore MinION,Entebbe,UG876,
Burundi/UG877/2021,Nanopore MinION,Entebbe,UG877,
Burundi/UG878/2021,Nanopore MinION,Entebbe,UG878,
Burundi/UG888/2021,Nanopore MinION,Entebbe,UG888,
Burundi/UG889/2021,Nanopore MinION,Entebbe,UG889,
Burundi/UG890/2021,Nanopore MinION,Entebbe,UG890,
Burundi/UG891/2021,Nanopore MinION,Entebbe,UG891,
Burundi/UG892/2021,Nanopore MinION,Entebbe,UG892,
Burundi/UG893/2021,Nanopore MinION,Entebbe,UG893,
Burundi/UG903/2021,Nanopore MinION,Entebbe,UG903,
Burundi/UG904/2021,Nanopore MinION,Entebbe,UG904,
Burundi/UG905/2021,Nanopore MinION,Entebbe,UG905,
SouthSudan/UG306/2021,Nanopore MinION,Entebbe,UG306,
SouthSudan/UG307/2021,Nanopore MinION,Entebbe,UG307,
SouthSudan/UG308/2021,Nanopore MinION,Entebbe,UG308,
SouthSudan/UG309/2021,Nanopore MinION,Entebbe,UG309,
SouthSudan/UG310/2021,Nanopore MinION,Entebbe,UG310,
SouthSudan/UG311/2021,Nanopore MinION,Entebbe,UG311,
SouthSudan/UG312/2021,Nanopore MinION,Entebbe,UG312,
SouthSudan/UG313/2021,Nanopore MinION,Entebbe,UG313,
SouthSudan/UG314/2021,Nanopore MinION,Entebbe,UG314,
SouthSudan/UG315/2021,Nanopore MinION,Entebbe,UG315,
SouthSudan/UG316/2021,Nanopore MinION,Entebbe,UG316,
SouthSudan/UG317/2021,Nanopore MinION,Entebbe,UG317,
SouthSudan/UG318/2021,Nanopore MinION,Entebbe,UG318,
SouthSudan/UG319/2021,Nanopore MinION,Entebbe,UG319,
SouthSudan/UG320/2021,Nanopore MinION,Entebbe,UG320,
SouthSudan/UG406/2021,Nanopore MinION,Entebbe,UG406,
SouthSudan/UG407/2021,Nanopore MinION,Entebbe,UG407,
SouthSudan/UG408/2021,Nanopore MinION,Entebbe,UG408,
SouthSudan/UG409/2021,Nanopore MinION,Entebbe,UG409,
SouthSudan/UG411/2021,Nanopore MinION,Entebbe,UG411,
SouthSudan/UG412/2021,Nanopore MinION,Entebbe,UG412,
SouthSudan/UG413/2021,Nanopore MinION,Entebbe,UG413,
SouthSudan/UG414/2021,Nanopore MinION,Entebbe,UG414,
SouthSudan/UG415/2021,Nanopore MinION,Entebbe,UG415,
SouthSudan/UG417/2021,Nanopore MinION,Entebbe,UG417,
SouthSudan/UG418/2021,Nanopore MinION,Entebbe,UG418,
SouthSudan/UG419/2021,Nanopore MinION,Entebbe,UG419,
SouthSudan/UG420/2021,Nanopore MinION,Entebbe,UG420,
SouthSudan/UG421/2021,Nanopore MinION,Entebbe,UG421,
SouthSudan/UG422/2021,Nanopore MinION,Entebbe,UG422,
SouthSudan/UG431/2021,Nanopore MinION,Entebbe,UG431,
SouthSudan/UG432/2021,Nanopore MinION,Entebbe,UG432,
SouthSudan/UG433/2021,Nanopore MinION,Entebbe,UG433,
SouthSudan/UG434/2021,Nanopore MinION,Entebbe,UG434,
SouthSudan/UG435/2021,Nanopore MinION,Entebbe,UG435,
SouthSudan/UG436/2021,Nanopore MinION,Entebbe,UG436,
SouthSudan/UG437/2021,Nanopore MinION,Entebbe,UG437,
SouthSudan/UG438/2021,Nanopore MinION,Entebbe,UG438,
SouthSudan/UG439/2021,Nanopore MinION,Entebbe,UG439,
SouthSudan/UG440/2021,Nanopore MinION,Entebbe,UG440,
SouthSudan/UG441/2021,Nanopore MinION,Entebbe,UG441,
SouthSudan/UG442/2021,Nanopore MinION,Entebbe,UG442,
SouthSudan/UG443/2021,Nanopore MinION,Entebbe,UG443,
SouthSudan/UG444/2021,Nanopore MinION,Entebbe,UG444,
SouthSudan/UG445/2021,Nanopore MinION,Entebbe,UG445,
SouthSudan/UG566/2021,Nanopore MinION,Entebbe,UG566,
SouthSudan/UG567/2021,Nanopore MinION,Entebbe,UG567,
SouthSudan/UG568/2021,Nanopore MinION,Entebbe,UG568,
SouthSudan/UG569/2021,Nanopore MinION,Entebbe,UG569,
SouthSudan/UG570/2021,Nanopore MinION,Entebbe,UG570,
SouthSudan/UG571/2021,Nanopore MinION,Entebbe,UG571,
SouthSudan/UG572/2021,Nanopore MinION,Entebbe,UG572,
SouthSudan/UG573/2021,Nanopore MinION,Entebbe,UG573,
SouthSudan/UG574/2021,Nanopore MinION,Entebbe,UG574,
SouthSudan/UG575/2021,Nanopore MinION,Entebbe,UG575,
SouthSudan/UG576/2021,Nanopore MinION,Entebbe,UG576,
SouthSudan/UG577/2021,Nanopore MinION,Entebbe,UG577,
SouthSudan/UG578/2020,Nanopore MinION,Entebbe,UG578,
SouthSudan/UG579/2021,Nanopore MinION,Entebbe,UG579,
SouthSudan/UG580/2021,Nanopore MinION,Entebbe,UG580,
SouthSudan/UG685/2021,Nanopore MinION,Entebbe,UG685,
SouthSudan/UG686/2021,Nanopore MinION,Entebbe,UG686,
SouthSudan/UG687/2021,Nanopore MinION,Entebbe,UG687,
SouthSudan/UG688/2021,Nanopore MinION,Entebbe,UG688,
SouthSudan/UG689/2021,Nanopore MinION,Entebbe,UG689,
SouthSudan/UG690/2021,Nanopore MinION,Entebbe,UG690,
SouthSudan/UG691/2021,Nanopore MinION,Entebbe,UG691,
SouthSudan/UG692/2021,Nanopore MinION,Entebbe,UG692,
SouthSudan/UG693/2021,Nanopore MinION,Entebbe,UG693,
SouthSudan/UG694/2021,Nanopore MinION,Entebbe,UG694,
SouthSudan/UG695/2021,Nanopore MinION,Entebbe,UG695,
SouthSudan/UG696/2021,Nanopore MinION,Entebbe,UG696,
SouthSudan/UG697/2021,Nanopore MinION,Entebbe,UG697,
SouthSudan/UG700/2021,Nanopore MinION,Entebbe,UG700,
SouthSudan/UG701/2021,Nanopore MinION,Entebbe,UG701,
SouthSudan/UG702/2021,Nanopore MinION,Entebbe,UG702,
SouthSudan/UG703/2021,Nanopore MinION,Entebbe,UG703,
SouthSudan/UG704/2021,Nanopore MinION,Entebbe,UG704,
SouthSudan/UG705/2021,Nanopore MinION,Entebbe,UG705,
SouthSudan/UG706/2021,Nanopore MinION,Entebbe,UG706,
SouthSudan/UG707/2021,Nanopore MinION,Entebbe,UG707,
SouthSudan/UG708/2021,Nanopore MinION,Entebbe,UG708,
SouthSudan/UG709/2021,Nanopore MinION,Entebbe,UG709,
SouthSudan/UG710/2021,Nanopore MinION,Entebbe,UG710,
SouthSudan/UG711/2021,Nanopore MinION,Entebbe,UG711,
SouthSudan/UG712/2021,Nanopore MinION,Entebbe,UG712,
SouthSudan/UG713/2021,Nanopore MinION,Entebbe,UG713,
SouthSudan/UG714/2021,Nanopore MinION,Entebbe,UG714,
Uganda/UG040/2020,Nanopore MinION,Entebbe,UG040,
Uganda/UG041/2020,Nanopore MinION,Entebbe,UG041,
Uganda/UG042/2020,Nanopore MinION,Entebbe,UG042,
Uganda/UG043/2020,Nanopore MinION,Entebbe,UG043,
Uganda/UG044/2020,Nanopore MinION,Entebbe,UG044,
Uganda/UG045/2020,Nanopore MinION,Entebbe,UG045,
Uganda/UG046/2020,Nanopore MinION,Entebbe,UG046,
Uganda/UG047/2020,Nanopore MinION,Entebbe,UG047,
Uganda/UG048/2020,Nanopore MinION,Entebbe,UG048,
Uganda/UG049/2020,Nanopore MinION,Entebbe,UG049,
Uganda/UG050/2020,Nanopore MinION,Entebbe,UG050,
Uganda/UG051/2020,Nanopore MinION,Entebbe,UG051,
Uganda/UG052/2020,Nanopore MinION,Entebbe,UG052,
Uganda/UG053/2020,Nanopore MinION,Entebbe,UG053,
Uganda/UG054/2020,Nanopore MinION,Entebbe,UG054,
Uganda/UG055/2020,Nanopore MinION,Entebbe,UG055,
Uganda/UG056/2020,Nanopore MinION,Entebbe,UG056,
Uganda/UG057/2020,Nanopore MinION,Entebbe,UG057,
Uganda/UG058/2020,Nanopore MinION,Entebbe,UG058,
Uganda/UG059/2020,Nanopore MinION,Entebbe,UG059,
Uganda/UG060/2020,Nanopore MinION,Entebbe,UG060,
Uganda/UG061/2020,Nanopore MinION,Entebbe,UG061,
Uganda/UG062/2020,Nanopore MinION,Entebbe,UG062,
Uganda/UG063/2020,Nanopore MinION,Entebbe,UG063,
Uganda/UG064/2020,Nanopore MinION,Entebbe,UG064,
Uganda/UG065/2020,Nanopore MinION,Entebbe,UG065,
Uganda/UG066/2020,Nanopore MinION,Entebbe,UG066,
Uganda/UG067/2020,Nanopore MinION,Entebbe,UG067,
Uganda/UG068/2020,Nanopore MinION,Entebbe,UG068,
Uganda/UG069/2020,Nanopore MinION,Entebbe,UG069,
Uganda/UG070/2020,Nanopore MinION,Entebbe,UG070,
Uganda/UG071/2020,Nanopore MinION,Entebbe,UG071,
Uganda/UG072/2020,Nanopore MinION,Entebbe,UG072,
Uganda/UG073/2020,Nanopore MinION,Entebbe,UG073,
Uganda/UG074/2020,Nanopore MinION,Entebbe,UG074,
Uganda/UG075/2020,Nanopore MinION,Entebbe,UG075,
Uganda/UG076/2020,Nanopore MinION,Entebbe,UG076,
Uganda/UG077/2020,Nanopore MinION,Entebbe,UG077,
Uganda/UG078/2020,Nanopore MinION,Entebbe,UG078,
Uganda/UG079/2020,Nanopore MinION,Entebbe,UG079,
Uganda/UG080/2020,Nanopore MinION,Entebbe,UG080,
Uganda/UG081/2020,Nanopore MinION,Entebbe,UG081,
Uganda/UG082/2020,Nanopore MinION,Entebbe,UG082,
Uganda/UG083/2020,Nanopore MinION,Entebbe,UG083,
Uganda/UG084/2020,Nanopore MinION,Entebbe,UG084,
Uganda/UG085/2020,Nanopore MinION,Entebbe,UG085,
Uganda/UG086/2020,Nanopore MinION,Entebbe,UG086,
Uganda/UG087/2020,Nanopore MinION,Entebbe,UG087,
Uganda/UG088/2020,Nanopore MinION,Entebbe,UG088,
Uganda/UG089/2020,Nanopore MinION,Entebbe,UG089,
Uganda/UG090/2020,Nanopore MinION,Entebbe,UG090,
Uganda/UG094/2020,Nanopore MinION,Entebbe,UG094,
Uganda/UG095/2020,Nanopore MinION,Entebbe,UG095,
Uganda/UG096/2020,Nanopore MinION,Entebbe,UG096,
Uganda/UG097/2020,Nanopore MinION,Entebbe,UG097,
Uganda/UG098/2020,Nanopore MinION,Entebbe,UG098,
Uganda/UG099/2020,Nanopore MinION,Entebbe,UG099,
Uganda/UG100/2020,Nanopore MinION,Entebbe,UG100,
Uganda/UG101/2020,Nanopore MinION,Entebbe,UG101,
Uganda/UG102/2020,Nanopore MinION,Entebbe,UG102,
Uganda/UG103/2020,Nanopore MinION,Entebbe,UG103,
Uganda/UG104/2020,Nanopore MinION,Entebbe,UG104,
Uganda/UG105/2020,Nanopore MinION,Entebbe,UG105,
Uganda/UG106/2020,Nanopore MinION,Entebbe,UG106,
Uganda/UG107/2020,Nanopore MinION,Entebbe,UG107,
Uganda/UG108/2020,Nanopore MinION,Entebbe,UG108,
Uganda/UG109/2020,Nanopore MinION,Entebbe,UG109,
Uganda/UG110/2020,Nanopore MinION,Entebbe,UG110,
Uganda/UG111/2020,Nanopore MinION,Entebbe,UG111,
Uganda/UG112/2020,Nanopore MinION,Entebbe,UG112,
Uganda/UG113/2020,Nanopore MinION,Entebbe,UG113,
Uganda/UG114/2020,Nanopore MinION,Entebbe,UG114,
Uganda/UG115/2020,Nanopore MinION,Entebbe,UG115,
Uganda/UG116/2020,Nanopore MinION,Entebbe,UG116,
Uganda/UG117/2020,Nanopore MinION,Entebbe,UG117,
Uganda/UG118/2020,Nanopore MinION,Entebbe,UG118,
Uganda/UG119/2020,Nanopore MinION,Entebbe,UG119,
Uganda/UG120/2020,Nanopore MinION,Entebbe,UG120,
Uganda/UG121/2020,Nanopore MinION,Entebbe,UG121,
Uganda/UG122/2020,Nanopore MinION,Entebbe,UG122,
Uganda/UG123/2020,Nanopore MinION,Entebbe,UG123,
Uganda/UG124/2020,Nanopore MinION,Entebbe,UG124,
Uganda/UG125/2020,Nanopore MinION,Entebbe,UG125,
Uganda/UG126/2020,Nanopore MinION,Entebbe,UG126,
Uganda/UG127/2020,Nanopore MinION,Entebbe,UG127,
Uganda/UG128/2020,Nanopore MinION,Entebbe,UG128,
Uganda/UG129/2020,Nanopore MinION,Entebbe,UG129,
Uganda/UG130/2020,Nanopore MinION,Entebbe,UG130,
Uganda/UG131/2020,Nanopore MinION,Entebbe,UG131,
Uganda/UG132/2020,Nanopore MinION,Entebbe,UG132,
Uganda/UG133/2020,Nanopore MinION,Entebbe,UG133,
Uganda/UG134/2020,Nanopore MinION,Entebbe,UG134,
Uganda/UG135/2020,Nanopore MinION,Entebbe,UG135,
Uganda/UG136/2020,Nanopore MinION,Entebbe,UG136,
Uganda/UG137/2020,Nanopore MinION,Entebbe,UG137,
Uganda/UG138/2020,Nanopore MinION,Entebbe,UG138,
Uganda/UG139/2020,Nanopore MinION,Entebbe,UG139,
Uganda/UG140/2020,Nanopore MinION,Entebbe,UG140,
Uganda/UG141/2020,Nanopore MinION,Entebbe,UG141,
Uganda/UG142/2020,Nanopore MinION,Entebbe,UG142,
Uganda/UG143/2020,Nanopore MinION,Entebbe,UG143,
Uganda/UG144/2020,Nanopore MinION,Entebbe,UG144,
Uganda/UG145/2020,Nanopore MinION,Entebbe,UG145,
Uganda/UG146/2020,Nanopore MinION,Entebbe,UG146,
Uganda/UG147/2020,Nanopore MinION,Entebbe,UG147,
Uganda/UG148/2020,Nanopore MinION,Entebbe,UG148,
Uganda/UG149/2020,Nanopore MinION,Entebbe,UG149,
Uganda/UG150/2020,Nanopore MinION,Entebbe,UG150,
Uganda/UG151/2020,Nanopore MinION,Entebbe,UG151,
Uganda/UG153/2020,Nanopore MinION,Entebbe,UG153,
Uganda/UG154/2020,Nanopore MinION,Entebbe,UG154,
Uganda/UG155/2020,Nanopore MinION,Entebbe,UG155,
Uganda/UG156/2020,Nanopore MinION,Entebbe,UG156,
Uganda/UG157/2020,Nanopore MinION,Entebbe,UG157,
Uganda/UG158/2020,Nanopore MinION,Entebbe,UG158,
Uganda/UG161/2020,Nanopore MinION,Entebbe,UG161,
Uganda/UG162/2020,Nanopore MinION,Entebbe,UG162,
Uganda/UG163/2020,Nanopore MinION,Entebbe,UG163,
Uganda/UG164/2020,Nanopore MinION,Entebbe,UG164,
Uganda/UG165/2020,Nanopore MinION,Entebbe,UG165,
Uganda/UG166/2020,Nanopore MinION,Entebbe,UG166,
Uganda/UG167/2020,Nanopore MinION,Entebbe,UG167,
Uganda/UG168/2020,Nanopore MinION,Entebbe,UG168,
Uganda/UG169/2020,Nanopore MinION,Entebbe,UG169,
Uganda/UG170/2020,Nanopore MinION,Entebbe,UG170,
Uganda/UG171/2020,Nanopore MinION,Entebbe,UG171,
Uganda/UG172/2020,Nanopore MinION,Entebbe,UG172,
Uganda/UG173/2020,Nanopore MinION,Entebbe,UG173,
Uganda/UG174/2020,Nanopore MinION,Entebbe,UG174,
Uganda/UG175/2020,Nanopore MinION,Entebbe,UG175,
Uganda/UG176/2020,Nanopore MinION,Entebbe,UG176,
Uganda/UG177/2020,Nanopore MinION,Entebbe,UG177,
Uganda/UG178/2020,Nanopore MinION,Entebbe,UG178,
Uganda/UG179/2020,Nanopore MinION,Entebbe,UG179,
Uganda/UG180/2020,Nanopore MinION,Entebbe,UG180,
Uganda/UG181/2020,Nanopore MinION,Entebbe,UG181,
Uganda/UG182/2020,Nanopore MinION,Entebbe,UG182,
Uganda/UG183/2020,Nanopore MinION,Entebbe,UG183,
Uganda/UG184/2020,Nanopore MinION,Entebbe,UG184,
Uganda/UG185/2020,Nanopore MinION,Entebbe,UG185,
Uganda/UG186/2020,Nanopore MinION,Entebbe,UG186,
Uganda/UG187/2020,Nanopore MinION,Entebbe,UG187,
Uganda/UG188/2020,Nanopore MinION,Entebbe,UG188,
Uganda/UG189/2020,Nanopore MinION,Entebbe,UG189,
Uganda/UG190/2020,Nanopore MinION,Entebbe,UG190,
Uganda/UG191/2020,Nanopore MinION,Entebbe,UG191,
Uganda/UG192/2020,Nanopore MinION,Entebbe,UG192,
Uganda/UG193/2020,Nanopore MinION,Entebbe,UG193,
Uganda/UG194/2020,Nanopore MinION,Entebbe,UG194,
Uganda/UG195/2020,Nanopore MinION,Entebbe,UG195,
Uganda/UG196/2020,Nanopore MinION,Entebbe,UG196,
Uganda/UG197/2020,Nanopore MinION,Entebbe,UG197,
Uganda/UG198/2020,Nanopore MinION,Entebbe,UG198,
Uganda/UG199/2020,Nanopore MinION,Entebbe,UG199,
Uganda/UG200/2020,Nanopore MinION,Entebbe,UG200,
Uganda/UG201/2021,Nanopore MinION,Entebbe,UG201,
Uganda/UG202/2021,Nanopore MinION,Entebbe,UG202,
Uganda/UG203/2021,Nanopore MinION,Entebbe,UG203,
Uganda/UG204/2021,Nanopore MinION,Entebbe,UG204,
Uganda/UG205/2021,Nanopore MinION,Entebbe,UG205,
Uganda/UG206/2020,Nanopore MinION,Entebbe,UG206,
Uganda/UG207/2020,Nanopore MinION,Entebbe,UG207,
Uganda/UG208/2020,Nanopore MinION,Entebbe,UG208,
Uganda/UG209/2020,Nanopore MinION,Entebbe,UG209,
Uganda/UG210/2020,Nanopore MinION,Entebbe,UG210,
Uganda/UG211/2020,Nanopore MinION,Entebbe,UG211,
Uganda/UG212/2020,Nanopore MinION,Entebbe,UG212,
Uganda/UG213/2020,Nanopore MinION,Entebbe,UG213,
Uganda/UG214/2020,Nanopore MinION,Entebbe,UG214,
Uganda/UG215/2021,Nanopore MinION,Entebbe,UG215,
Uganda/UG216/2021,Nanopore MinION,Entebbe,UG216,
Uganda/UG217/2021,Nanopore MinION,Entebbe,UG217,
Uganda/UG218/2021,Nanopore MinION,Entebbe,UG218,
Uganda/UG219/2021,Nanopore MinION,Entebbe,UG219,
Uganda/UG220/2021,Nanopore MinION,Entebbe,UG220,
Uganda/UG221/2021,Nanopore MinION,Entebbe,UG221,
Uganda/UG222/2021,Nanopore MinION,Entebbe,UG222,
Uganda/UG223/2021,Nanopore MinION,Entebbe,UG223,
Uganda/UG224/2021,Nanopore MinION,Entebbe,UG224,
Uganda/UG225/2021,Nanopore MinION,Entebbe,UG225,
Uganda/UG226/2021,Nanopore MinION,Entebbe,UG226,
Uganda/UG227/2021,Nanopore MinION,Entebbe,UG227,
Uganda/UG228/2020,Nanopore MinION,Entebbe,UG228,
Uganda/UG229/2020,Nanopore MinION,Entebbe,UG229,
Uganda/UG230/2020,Nanopore MinION,Entebbe,UG230,
Uganda/UG231/2020,Nanopore MinION,Entebbe,UG231,
Uganda/UG232/2020,Nanopore MinION,Entebbe,UG232,
Uganda/UG233/2020,Nanopore MinION,Entebbe,UG233,
Uganda/UG234/2020,Nanopore MinION,Entebbe,UG234,
Uganda/UG235/2020,Nanopore MinION,Entebbe,UG235,
Uganda/UG236/2020,Nanopore MinION,Entebbe,UG236,
Uganda/UG237/2020,Nanopore MinION,Entebbe,UG237,
Uganda/UG238/2020,Nanopore MinION,Entebbe,UG238,
Uganda/UG239/2020,Nanopore MinION,Entebbe,UG239,
Uganda/UG240/2020,Nanopore MinION,Entebbe,UG240,
Uganda/UG241/2020,Nanopore MinION,Entebbe,UG241,
Uganda/UG242/2020,Nanopore MinION,Entebbe,UG242,
Uganda/UG243/2020,Nanopore MinION,Entebbe,UG243,
Uganda/UG244/2020,Nanopore MinION,Entebbe,UG244,
Uganda/UG245/2020,Nanopore MinION,Entebbe,UG245,
Uganda/UG246/2020,Nanopore MinION,Entebbe,UG246,
Uganda/UG247/2020,Nanopore MinION,Entebbe,UG247,
Uganda/UG248/2020,Nanopore MinION,Entebbe,UG248,
Uganda/UG249/2020,Nanopore MinION,Entebbe,UG249,
Uganda/UG250/2020,Nanopore MinION,Entebbe,UG250,
Uganda/UG251/2020,Nanopore MinION,Entebbe,UG251,
Uganda/UG252/2020,Nanopore MinION,Entebbe,UG252,
Uganda/UG253/2020,Nanopore MinION,Entebbe,UG253,
Uganda/UG254/2020,Nanopore MinION,Entebbe,UG254,
Uganda/UG262/2020,Nanopore MinION,Entebbe,UG262,
Uganda/UG263/2020,Nanopore MinION,Entebbe,UG263,
Uganda/UG264/2020,Nanopore MinION,Entebbe,UG264,
Uganda/UG265/2020,Nanopore MinION,Entebbe,UG265,
Uganda/UG266/2020,Nanopore MinION,Entebbe,UG266,
Uganda/UG267/2020,Nanopore MinION,Entebbe,UG267,
Uganda/UG268/2020,Nanopore MinION,Entebbe,UG268,
Uganda/UG269/2020,Nanopore MinION,Entebbe,UG269,
Uganda/UG270/2020,Nanopore MinION,Entebbe,UG270,
Uganda/UG271/2020,Nanopore MinION,Entebbe,UG271,
Uganda/UG272/2020,Nanopore MinION,Entebbe,UG272,
Uganda/UG273/2020,Nanopore MinION,Entebbe,UG273,
Uganda/UG274/2020,Nanopore MinION,Entebbe,UG274,
Uganda/UG275/2020,Nanopore MinION,Entebbe,UG275,
Uganda/UG276/2020,Nanopore MinION,Entebbe,UG276,
Uganda/UG277/2020,Nanopore MinION,Entebbe,UG277,
Uganda/UG278/2020,Nanopore MinION,Entebbe,UG278,
Uganda/UG279/2020,Nanopore MinION,Entebbe,UG279,
Uganda/UG280/2020,Nanopore MinION,Entebbe,UG280,
Uganda/UG281/2020,Nanopore MinION,Entebbe,UG281,
Uganda/UG282/2020,Nanopore MinION,Entebbe,UG282,
Uganda/UG283/2020,Nanopore MinION,Entebbe,UG283,
Uganda/UG284/2020,Nanopore MinION,Entebbe,UG284,
Uganda/UG285/2020,Nanopore MinION,Entebbe,UG285,
Uganda/UG286/2020,Nanopore MinION,Entebbe,UG286,
Uganda/UG287/2020,Nanopore MinION,Entebbe,UG287,
Uganda/UG288/2020,Nanopore MinION,Entebbe,UG288,
Uganda/UG289/2020,Nanopore MinION,Entebbe,UG289,
